                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0x71b16324a010, 2000000 allocated for zone
Using /home/joseacontreras/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/joseacontreras/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding /home/joseacontreras/DOOM.WAD
BFG Edition: Using workarounds as needed.
===========================================================================
                           The Ultimate DOOM
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - ..........................
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2025-11-04 21:10:50 Episode: 1 Map: 5
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-04 21:11:55	 2395	 3311	-4389	-24	 85.08	 0	5 	0
2025-11-04 21:11:56	 2430	 3272	-4389	-24	 86.84	 -1	8 	0
2025-11-04 21:11:57	 2465	 3290	-4389	-24	 107.93	 -1	8 	0
2025-11-04 21:11:58	 2500	 3242	-4310	-24	 102.66	 -3	7 	0
2025-11-04 21:11:59	 2535	 3217	-4145	-24	 20.04	 0	0 	0
2025-11-04 21:12:01	 2577	 3311	-4229	-24	 258.75	 -1	-5 	0
2025-11-04 21:12:02	 2612	 3181	-4408	-24	 186.68	 -7	-5 	0
2025-11-04 21:12:03	 2647	 2907	-4433	-24	 163.83	 -9	1 	0
2025-11-04 21:12:04	 2682	 2739	-4270	-24	 88.24	 -2	7 	0
2025-11-04 21:12:05	 2717	 2798	-4145	-24	 333.98	 1	0 	0
2025-11-04 21:12:06	 2752	 2819	-4208	-24	 251.37	 -1	-8 	0
2025-11-04 21:12:07	 2787	 2748	-4393	-24	 260.16	 -3	-8 	0
2025-11-04 21:12:08	 2822	 2805	-4528	-24	 346.29	 5	-1 	0
2025-11-04 21:12:09	 2857	 2939	-4479	-24	 355.08	 6	1 	0
2025-11-04 21:12:10	 2892	 3087	-4496	-24	 232.03	 0	-1 	0
2025-11-04 21:12:11	 2927	 2996	-4616	-24	 263.67	 -1	-1 	0
2025-11-04 21:12:12	 2962	 2994	-4649	-24	 267.19	 -1	-7 	0
2025-11-04 21:12:13	 2997	 3086	-4848	-24	 268.95	 1	-1 	0
2025-11-04 21:12:14	 3032	 3061	-4844	-24	 159.96	 -4	1 	0
2025-11-04 21:12:15	 3067	 2928	-4764	-24	 163.48	 0	0 	0
2025-11-04 21:12:23	 3293	 -42	-107	24	 112.85	 -2	7 	0
2025-11-04 21:12:24	 3328	 -228	66	24	 176.13	 -8	1 	0
2025-11-04 21:12:25	 3363	 -481	163	24	 93.52	 -4	6 	0
2025-11-04 21:12:26	 3398	 -538	427	24	 102.30	 -1	5 	0
2025-11-04 21:12:27	 3433	 -570	570	24	 39.02	 1	2 	0
2025-11-04 21:12:28	 3468	 -561	602	24	 42.54	 0	0 	0
2025-11-04 21:12:29	 3510	 -544	624	24	 353.32	 0	0 	0
2025-11-04 21:12:30	 3545	 -576	635	24	 2.11	 -1	0 	0
2025-11-04 21:12:31	 3580	 -523	637	24	 353.32	 0	0 	0
2025-11-04 21:12:33	 3624	 -449	613	24	 304.10	 2	-2 	0
2025-11-04 21:12:34	 3659	 -428	503	24	 265.43	 -1	-3 	0
2025-11-04 21:12:35	 3694	 -434	422	24	 291.80	 -1	-2 	0
2025-11-04 21:12:36	 3729	 -421	366	24	 295.31	 1	-4 	0
2025-11-04 21:12:37	 3764	 -408	333	24	 195.12	 0	-1 	0
2025-11-04 21:12:38	 3826	 -367	493	24	 75.59	 1	7 	0
2025-11-04 21:12:39	 3861	 -207	694	24	 356.48	 7	1 	0
2025-11-04 21:12:40	 3896	 -5	571	40	 265.08	 2	-8 	0
2025-11-04 21:12:41	 3931	 -35	295	48	 263.32	 -2	-9 	0
2025-11-04 21:12:42	 3966	 -79	113	48	 226.41	 -5	-6 	0
2025-11-04 21:12:43	 4001	 -182	-9	24	 166.64	 -2	-1 	0
2025-11-04 21:12:44	 4036	 -348	106	24	 103.36	 -4	6 	0
2025-11-04 21:12:45	 4071	 -410	380	24	 80.51	 0	8 	0
2025-11-04 21:12:46	 4106	 -301	630	24	 15.47	 6	4 	0
2025-11-04 21:12:47	 4141	 -30	677	24	 354.38	 8	-1 	0
2025-11-04 21:12:48	 4176	 159	642	24	 338.55	 -2	0 	0
2025-11-04 21:12:49	 4211	 83	673	24	 335.04	 -1	0 	0
2025-11-04 21:12:51	 4260	 99	677	24	 1.41	 1	0 	0
2025-11-04 21:12:52	 4295	 149	675	24	 356.13	 1	-1 	0
2025-11-04 21:12:53	 4330	 163	674	24	 324.49	 0	0 	0
2025-11-04 21:12:54	 4365	 291	543	24	 320.98	 5	-6 	0
2025-11-04 21:12:55	 4400	 467	334	24	 243.63	 0	-8 	0
2025-11-04 21:12:56	 4435	 349	96	24	 277.03	 -3	-8 	0
2025-11-04 21:12:57	 4470	 441	-80	24	 4.92	 2	0 	0
2025-11-04 21:12:58	 4505	 589	56	24	 120.94	 -1	7 	0
2025-11-04 21:12:59	 4540	 403	173	24	 203.55	 -8	-2 	0
2025-11-04 21:13:00	 4575	 140	71	24	 240.47	 -7	-6 	0
2025-11-04 21:13:01	 4610	 62	-65	24	 3.52	 -1	-1 	0
2025-11-04 21:13:02	 4645	 211	-39	24	 1.76	 7	0 	0
2025-11-04 21:13:03	 4680	 499	-25	24	 1.76	 8	0 	0
2025-11-04 21:13:04	 4715	 815	-14	24	 1.76	 0	0 	0
2025-11-04 21:13:05	 4750	 891	-12	24	 349.45	 6	-1 	0
2025-11-04 21:13:06	 4785	 1150	-102	88	 333.63	 7	-4 	0
2025-11-04 21:13:07	 4820	 1422	-139	152	 58.01	 6	3 	0
2025-11-04 21:13:08	 4855	 1507	101	200	 98.44	 -1	8 	0
2025-11-04 21:13:09	 4890	 1481	220	232	 130.08	 -1	1 	0
2025-11-04 21:13:12	 5009	 1469	238	232	 116.02	 -2	2 	0
2025-11-04 21:13:13	 5044	 1327	358	248	 226.76	 -3	0 	0
2025-11-04 21:13:14	 5079	 1305	366	248	 339.26	 -1	0 	0
2025-11-04 21:13:17	 5173	 1500	346	248	 0.35	 8	-1 	0
2025-11-04 21:13:18	 5208	 1770	334	248	 316.41	 7	-3 	0
2025-11-04 21:13:19	 5243	 1756	285	248	 223.24	 -3	-3 	0
2025-11-04 21:13:20	 5278	 1724	272	248	 100.20	 -1	0 	0
2025-11-04 21:13:21	 5313	 1715	431	248	 116.02	 0	0 	0
2025-11-04 21:13:22	 5348	 1643	431	248	 191.60	 -3	-1 	0
2025-11-04 21:13:23	 5383	 1416	380	248	 184.57	 -9	-2 	0
2025-11-04 21:13:24	 5418	 1130	338	248	 179.30	 -9	-2 	0
2025-11-04 21:13:25	 5453	 1104	340	248	 56.25	 -1	0 	0
2025-11-04 21:13:26	 5488	 1256	407	248	 10.55	 7	1 	0
2025-11-04 21:13:27	 5523	 1432	431	248	 75.59	 3	0 	0
2025-11-04 21:13:28	 5558	 1438	614	211	 94.92	 -2	7 	0
2025-11-04 21:13:29	 5593	 1441	933	136	 50.98	 2	9 	0
2025-11-04 21:13:31	 5661	 1534	937	136	 182.46	 -5	-1 	0
2025-11-04 21:13:32	 5696	 1298	902	122	 203.55	 -6	-2 	0
2025-11-04 21:13:33	 5731	 1162	827	88	 184.22	 -4	-2 	0
2025-11-04 21:13:34	 5772	 1167	809	88	 191.25	 -1	-1 	0
2025-11-04 21:13:35	 5807	 969	766	40	 187.73	 -9	-3 	0
2025-11-04 21:13:36	 5842	 864	741	24	 180.70	 -1	-1 	0
2025-11-04 21:13:37	 5877	 680	697	24	 193.01	 -6	-3 	0
2025-11-04 21:13:38	 5912	 421	668	24	 180.70	 -9	-1 	0
2025-11-04 21:13:39	 5947	 131	672	24	 143.79	 -8	2 	0
2025-11-04 21:13:40	 5982	 -8	879	24	 57.66	 1	7 	0
2025-11-04 21:13:41	 6017	 -6	943	24	 171.91	 -4	0 	0
2025-11-04 21:13:42	 6052	 -88	832	24	 245.74	 -2	-4 	0
2025-11-04 21:13:43	 6087	 -119	732	24	 200.04	 -4	-4 	0
2025-11-04 21:13:44	 6122	 -335	613	24	 212.34	 -7	-5 	0
2025-11-04 21:13:45	 6157	 -581	459	24	 212.34	 -8	-5 	0
2025-11-04 21:13:46	 6192	 -704	381	24	 157.85	 -1	1 	0
2025-11-04 21:13:47	 6227	 -854	404	24	 178.95	 -8	0 	0
2025-11-04 21:13:48	 6262	 -1140	409	24	 177.19	 -9	0 	0
2025-11-04 21:13:49	 6297	 -1326	442	24	 207.07	 -4	0 	0
2025-11-04 21:13:50	 6332	 -1364	442	24	 240.47	 -1	0 	0
2025-11-04 21:13:51	 6368	 -1508	412	24	 170.16	 -8	0 	0
2025-11-04 21:13:52	 6403	 -1741	542	104	 119.18	 -6	6 	0
2025-11-04 21:13:53	 6438	 -1840	546	111	 52.38	 0	-5 	0
2025-11-04 21:13:54	 6473	 -1830	509	104	 36.56	 0	-1 	0
2025-11-04 21:13:56	 6526	 -1831	563	120	 91.05	 -1	1 	0
2025-11-04 21:13:57	 6561	 -1823	630	136	 82.27	 0	7 	0
2025-11-04 21:13:58	 6596	 -1780	905	232	 52.38	 2	7 	0
2025-11-04 21:13:59	 6631	 -1726	1015	248	 319.22	 0	0 	0
2025-11-04 21:14:00	 6666	 -1602	973	248	 4.92	 6	0 	0
2025-11-04 21:14:01	 6701	 -1330	997	248	 34.80	 7	2 	0
2025-11-04 21:14:02	 6736	 -1254	1119	248	 120.94	 -3	5 	0
2025-11-04 21:14:03	 6771	 -1381	1254	224	 173.67	 1	0 	0
2025-11-04 21:14:04	 6806	 -1486	1210	248	 177.19	 -7	-2 	0
2025-11-04 21:14:05	 6841	 -1555	1198	248	 284.41	 -1	-1 	0
2025-11-04 21:14:06	 6877	 -1460	1160	248	 3.52	 7	-2 	0
2025-11-04 21:14:07	 6912	 -1256	1122	248	 270.35	 2	-5 	0
2025-11-04 21:14:08	 6947	 -1372	957	248	 182.46	 -8	-2 	0
2025-11-04 21:14:09	 6982	 -1647	991	248	 184.22	 -9	1 	0
2025-11-04 21:14:10	 7017	 -1828	941	239	 182.46	 -1	-1 	0
2025-11-04 21:14:11	 7052	 -1904	929	184	 182.46	 0	-1 	10
2025-11-04 21:14:15	 7217	 -1873	930	232	 94.57	 -1	2 	10
2025-11-04 21:14:17	 7288	 -1896	943	152	 66.45	 -1	0 	10
2025-11-04 21:14:22	 7444	 -1904	928	232	 78.75	 -1	-1 	10
2025-11-04 21:14:26	 7576	 -1904	928	232	 69.96	 -1	-1 	10
2025-11-04 21:14:27	 7615	 -1903	928	232	 85.78	 -1	-1 	10
2025-11-04 21:14:30	 7747	 -1874	1074	120	 94.57	 0	6 	0
